Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2016-10-12 16:34:35,false,"Cykling","0,00","344","00:34:35","141","162","--","--","--","2","--","NaN","NaN","NaN","NaN","82","89","167","21,4","172","166","247","NaN","NaN","2838","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-0","3"
Cycling,2016-10-09 17:21:21,false,"Cykling","0,00","264","00:35:06","132","150","--","--","--","--","2","NaN","NaN","NaN","NaN","82","89","146","16,5","122","126","211","NaN","NaN","2415","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","18,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-3","--"
Cycling,2016-09-25 14:08:45,false,"Tilst Cykling","0,00","233","00:20:39","158","172","--","0,0","--","--","2","NaN","NaN","NaN","NaN","84","103","191","16,5","27","189","296","NaN","NaN","1717","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","16,0","--","--","--","00:NaN:NaN","00:NaN:NaN","38","39"
Cycling,2016-09-25 12:18:43,false,"Tilst Cykling","50,23","1.214","01:51:04","147","188","--","27,1","54,2","303","294","NaN","NaN","NaN","NaN","79","121","236","138,1","213","182","933","NaN","NaN","7546","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","25,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-14","70"
Cycling,2016-09-24 13:06:44,false,"Tilst Cykling","40,70","1.092","01:22:52","158","181","--","29,5","56,6","267","261","NaN","NaN","NaN","NaN","86","132","248","113,4","263","220","770","NaN","NaN","6656","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","00:NaN:NaN","18","87"
Cycling,2016-09-22 19:10:04,false,"Tilst Cykling","0,02","598","01:00:13","130","169","--","0,0","--","--","3","NaN","NaN","NaN","NaN","77","96","194","50,0","219","166","344","NaN","NaN","4406","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:NaN:NaN","8","11"
Cycling,2016-09-18 11:16:35,false,"Tilst Cykling","27,84","722","01:09:26","147","184","--","24,1","51,2","266","262","NaN","NaN","NaN","NaN","81","128","255","100,1","227","174","995","NaN","NaN","4098","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-66","16"
Cycling,2016-09-12 16:45:48,false,"Tilst Cykling","32,38","995","02:13:33","125","182","--","14,5","56,2","268","263","NaN","NaN","NaN","NaN","79","107","257","127,2","244","174","1.044","NaN","NaN","4611","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","23,0","--","--","--","00:NaN:NaN","00:NaN:NaN","1","65"
Cycling,2016-09-11 14:08:57,false,"Tilst Cykling","37,34","995","01:23:38","153","179","--","26,8","58,1","327","331","NaN","NaN","NaN","NaN","80","115","244","110,8","224","198","1.039","NaN","NaN","5633","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","25,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-17","70"
Cycling,2016-09-08 17:47:02,false,"Tilst Cykling","34,42","751","01:48:54","132","193","--","19,0","68,8","295","291","NaN","NaN","NaN","NaN","67","135","256","151,4","172","118","1.338","NaN","NaN","4700","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","25,0","--","--","--","00:NaN:NaN","00:NaN:NaN","37","99"
Cycling,2016-09-05 17:23:14,false,"Sporup Cykling","18,10","861","00:34:47","164","183","--","31,2","46,0","145","126","NaN","NaN","NaN","NaN","84","114","276","58,3","258","244","812","NaN","NaN","2868","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:NaN:NaN","31","66"
Cycling,2016-09-03 11:06:53,false,"Tilst Cykling","33,48","1.445","01:15:53","148","187","--","26,5","51,0","286","268","NaN","NaN","NaN","NaN","78","116","244","100,4","188","187","970","NaN","NaN","5328","NaN","NaN","NaN","13,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:NaN:NaN","9","77"
Cycling,2016-08-30 19:21:41,false,"Trige Cykling","11,47","308","00:27:34","143","163","--","25,0","50,2","97","96","NaN","NaN","NaN","NaN","78","109","245","36,3","182","187","725","NaN","NaN","1674","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-11","29"
Cycling,2016-08-30 16:55:08,false,"Tilst Cykling","60,77","1.537","02:22:16","145","190","--","25,6","57,1","515","515","NaN","NaN","NaN","NaN","79","112","251","197,6","277","182","930","NaN","NaN","8784","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-63","44"
Cycling,2016-08-24 20:02:33,false,"Cykling","0,00","753","01:00:00","156","179","--","--","--","--","--","NaN","NaN","NaN","NaN","88","123","228","69,3","253","209","413","NaN","NaN","5307","NaN","NaN","NaN","23,0","No","00:NaN:NaN","--","28,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-3","1"
Cycling,2016-08-22 17:07:27,false,"Cykling","0,00","817","01:11:05","148","184","--","--","--","--","2","NaN","NaN","NaN","NaN","91","119","234","86,3","261","192","805","NaN","NaN","5718","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","27,0","--","--","--","00:NaN:NaN","00:NaN:NaN","16","21"
Cycling,2016-08-16 17:32:46,false,"Cykling","0,00","537","00:45:01","151","173","--","--","--","--","--","NaN","NaN","NaN","NaN","88","118","224","50,1","247","199","323","NaN","NaN","3959","NaN","NaN","NaN","26,0","No","00:NaN:NaN","--","28,0","--","--","--","00:NaN:NaN","00:NaN:NaN","74","76"
Cycling,2016-08-14 17:10:57,false,"Cykling","0,00","891","01:23:06","144","172","--","--","--","--","--","NaN","NaN","NaN","NaN","86","114","210","81,5","218","179","404","NaN","NaN","6772","NaN","NaN","NaN","23,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","00:NaN:NaN","12","17"
Cycling,2016-08-12 17:14:16,false,"Cykling","0,00","539","00:52:54","137","177","--","--","--","--","2","NaN","NaN","NaN","NaN","84","116","202","47,7","203","170","725","NaN","NaN","4253","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","25,0","--","--","--","00:NaN:NaN","00:NaN:NaN","63","68"
Cycling,2016-08-11 16:58:55,false,"Cykling","0,00","640","01:05:21","142","179","--","--","--","2","2","NaN","NaN","NaN","NaN","87","101","209","52,7","212","171","324","NaN","NaN","4482","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","00:NaN:NaN","53","56"
Cycling,2016-08-05 13:49:20,false,"Cykling","0,00","706","01:00:01","144","167","--","--","--","--","2","NaN","NaN","NaN","NaN","84","105","219","63,9","241","197","332","NaN","NaN","5017","NaN","NaN","NaN","24,0","No","00:NaN:NaN","--","29,0","--","--","--","00:NaN:NaN","00:NaN:NaN","81","85"
Cycling,2016-08-03 18:06:52,false,"FTP Test","0,00","786","01:13:03","141","183","--","--","--","--","--","NaN","NaN","NaN","NaN","86","105","--","49,2","287","180","436","NaN","NaN","6251","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","00:NaN:NaN","153","155"
Cycling,2016-07-30 17:49:11,false,"Cykling","0,00","874","01:17:32","150","181","--","--","--","2","2","NaN","NaN","NaN","NaN","84","112","216","48,0","244","188","390","NaN","NaN","6289","NaN","NaN","NaN","22,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","00:NaN:NaN","95","98"
Cycling,2016-07-29 19:22:32,false,"Cykling","0,00","575","01:14:23","126","164","--","--","--","--","--","NaN","NaN","NaN","NaN","84","158","171","23,5","184","139","750","NaN","NaN","4327","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","00:NaN:NaN","118","122"
Cycling,2016-07-27 14:32:04,false,"Cykling","0,00","793","00:53:05","142","192","--","--","--","2","--","NaN","NaN","NaN","NaN","78","142","298","68,1","291","253","865","NaN","NaN","3841","NaN","NaN","NaN","25,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","00:NaN:NaN","65","68"
Cycling,2016-07-26 14:36:01,false,"Cykling","0,00","525","00:45:01","115","140","--","--","--","--","2","NaN","NaN","NaN","NaN","82","115","--","27,2","197","194","342","NaN","NaN","3468","NaN","NaN","NaN","24,0","No","00:NaN:NaN","--","28,0","--","--","--","00:NaN:NaN","00:NaN:NaN","26","26"
Cycling,2016-07-17 16:38:32,false,"Cykling","0,00","659","00:56:22","120","147","--","--","--","2","--","NaN","NaN","NaN","NaN","80","101","202","33,9","204","195","2.409","NaN","NaN","4507","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","00:NaN:NaN","46","50"
Cycling,2016-07-16 21:30:55,false,"3x10 ftp","0,01","883","00:58:58","150","178","--","0,0","--","6","4","NaN","NaN","NaN","NaN","82","101","--","63,6","286","250","372","NaN","NaN","4801","NaN","NaN","NaN","22,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","00:NaN:NaN","39","42"
Cycling,2016-07-15 18:45:57,false,"Cykling","0,00","1.005","01:00:34","155","181","--","--","--","4","6","NaN","NaN","NaN","NaN","83","107","294","77,0","322","277","463","NaN","NaN","4935","NaN","NaN","NaN","23,0","No","00:NaN:NaN","--","25,0","--","--","--","00:NaN:NaN","00:NaN:NaN","28","33"
Cycling,2016-07-13 14:01:32,false,"Cykling","0,00","710","00:55:36","126","141","--","--","--","4","4","NaN","NaN","NaN","NaN","83","90","221","39,8","230","213","312","NaN","NaN","4527","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","28,0","--","--","--","00:NaN:NaN","00:NaN:NaN","89","94"
Cycling,2016-07-12 19:31:13,false,"FTP Test","0,00","836","00:53:31","149","193","--","--","--","--","2","NaN","NaN","NaN","NaN","82","111","--","99,3","353","260","485","NaN","NaN","4371","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","27,0","--","--","--","00:NaN:NaN","00:NaN:NaN","111","116"
Cycling,2016-07-11 13:28:09,false,"Cykling","0,22","994","01:04:43","146","186","--","0,2","4,0","2","2","NaN","NaN","NaN","NaN","72","120","--","108,1","305","256","898","NaN","NaN","4582","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","00:NaN:NaN","153","156"
Cycling,2016-07-09 19:51:02,false,"Cykling","0,00","222","00:15:02","141","153","--","--","--","--","2","NaN","NaN","NaN","NaN","87","96","247","18,9","--","246","315","NaN","NaN","1311","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","00:NaN:NaN","76","79"
Cycling,2016-07-06 12:33:13,false,"Cykling","0,00","258","00:20:02","--","--","--","--","--","44","47","NaN","NaN","NaN","NaN","74","100","225","21,0","215","215","410","NaN","NaN","1481","NaN","NaN","NaN","22,0","No","00:NaN:NaN","--","27,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-116","97"
Cycling,2016-07-05 11:17:48,false,"Cykling","0,00","290","00:20:04","130","144","--","--","--","--","--","NaN","NaN","NaN","NaN","77","85","243","24,7","242","241","299","NaN","NaN","1528","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","23,0","--","--","--","00:NaN:NaN","00:NaN:NaN","89","93"
Cycling,2016-07-04 11:21:51,false,"Cykling","0,00","281","00:20:01","134","150","--","--","--","--","2","NaN","NaN","NaN","NaN","88","97","235","23,0","234","234","280","NaN","NaN","1756","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","00:NaN:NaN","35","40"
Cycling,2016-07-03 12:50:30,false,"Cykling","0,00","228","00:20:05","119","131","--","--","--","--","2","NaN","NaN","NaN","NaN","79","90","190","15,1","189","190","285","NaN","NaN","1578","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:NaN:NaN","65","69"
Cycling,2016-07-02 12:44:09,false,"Cykling","0,00","248","00:20:01","137","152","--","--","--","2","3","NaN","NaN","NaN","NaN","82","88","209","18,1","207","207","270","NaN","NaN","1614","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","27,0","--","--","--","00:NaN:NaN","00:NaN:NaN","108","118"
Cycling,2016-07-01 12:45:09,false,"Tilst Cykling","0,02","208","00:15:02","146","162","--","0,1","--","2","2","NaN","NaN","NaN","NaN","87","94","231","16,6","--","230","287","NaN","NaN","1315","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:NaN:NaN","124","125"
Cycling,2016-06-30 11:36:08,false,"Cykling","0,00","246","00:15:01","160","177","--","--","--","--","--","NaN","NaN","NaN","NaN","92","100","274","23,3","--","273","332","NaN","NaN","1385","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:NaN:NaN","113","116"
Cycling,2016-06-29 15:19:34,false,"Cykling","0,00","38","00:15:01","--","--","--","--","--","2","2","NaN","NaN","NaN","NaN","67","72","235","3,1","--","209","316","NaN","NaN","182","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","00:NaN:NaN","117","119"
Cycling,2016-04-22 14:32:25,false,"Tilst Cykling","30,35","1.156","01:03:15","156","182","--","28,8","54,9","253","248","NaN","NaN","NaN","NaN","85","132","333","148,2","320","305","1.035","NaN","NaN","5156","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2016-03-22 13:53:54,false,"Uge 12A","38,49","983","01:27:34","138","169","--","26,4","53,1","364","359","NaN","NaN","NaN","NaN","81","120","--","102,1","222","187","611","NaN","NaN","6121","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2016-03-11 17:27:14,false,"Uge 10C","0,00","870","01:09:00","154","184","--","--","--","--","--","NaN","NaN","NaN","NaN","88","113","--","77,9","263","212","421","NaN","NaN","6070","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2016-02-12 19:50:32,false,"Uge 6B","0,00","666","00:57:16","149","174","--","--","--","3","3","NaN","NaN","NaN","NaN","85","123","--","61,2","226","198","410","NaN","NaN","4672","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2016-02-05 14:12:36,false,"Uge 5C","0,00","725","00:59:28","147","169","--","--","--","7","5","NaN","NaN","NaN","NaN","77","111","--","62,9","246","207","399","NaN","NaN","4551","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2016-01-29 17:09:13,false,"Uge 4D","0,00","631","00:49:49","147","171","--","--","--","--","8","NaN","NaN","NaN","NaN","81","122","--","53,7","247","214","421","NaN","NaN","3980","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2016-01-25 12:58:28,false,"Uge 4A","0,00","207","00:30:00","112","125","--","--","--","4","2","NaN","NaN","NaN","NaN","86","95","--","8,5","120","115","185","NaN","NaN","2578","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2016-01-11 14:12:50,false,"Uge 2A Laktat test v/Velofit","0,00","785","01:06:55","148","186","--","--","--","2","2","NaN","NaN","NaN","NaN","82","89","--","72,8","280","197","426","NaN","NaN","5475","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2016-01-09 16:03:00,false,"Uge 1D","50,00","1.111","01:34:50","149","212","--","31,6","68,0","6","--","NaN","NaN","NaN","NaN","78","120","--","95,8","265","195","662","NaN","NaN","7279","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:NaN:NaN","187","194"
Cycling,2016-01-08 15:37:00,false,"Uge 1C","60,00","1.316","01:53:21","145","183","--","31,8","66,6","2","11","NaN","NaN","NaN","NaN","78","108","--","112,4","220","195","681","NaN","NaN","8751","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Indoor Cycling,2016-01-05 20:45:00,false,"Spinning","31,20","588","01:01:29","131","151","--","30,4","51,5","--","--","NaN","NaN","NaN","NaN","76","92","--","0,0","--","159","311","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2016-01-02 11:07:00,false,"Spinning","31,70","663","00:54:23","148","179","--","35,0","51,5","--","--","NaN","NaN","NaN","NaN","79","104","--","0,0","--","203","425","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-12-31 13:29:45,false,"Spinning","0,00","882","01:18:12","146","191","--","--","--","--","4","NaN","NaN","NaN","NaN","79","111","--","90,9","214","188","836","NaN","NaN","6050","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-12-28 15:31:50,false,"Spinning","0,00","949","01:21:57","156","187","--","--","--","1","2","NaN","NaN","NaN","NaN","80","117","--","95,6","279","193","861","NaN","NaN","6294","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-3","2"
Cycling,2015-12-28 12:07:00,false,"Spinning","--","389","37:38:00","--","--","--","--","--","--","--","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-12-25 14:11:38,false,"spinning","0,00","750","01:10:00","145","189","--","--","--","--","5","NaN","NaN","NaN","NaN","82","109","--","87,2","234","179","860","NaN","NaN","5287","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-12-24 09:07:53,false,"Spinning","0,00","700","01:04:43","140","184","--","--","--","6","--","NaN","NaN","NaN","NaN","77","104","--","71,8","210","181","736","NaN","NaN","4705","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-12-16 17:20:17,false,"FTP Test","0,00","490","00:35:07","159","186","--","--","--","3","1","NaN","NaN","NaN","NaN","86","101","--","52,1","298","234","422","NaN","NaN","3029","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-12-05 18:40:09,false,"Spinning","0,00","446","00:48:44","--","--","--","--","--","105","99","NaN","NaN","NaN","NaN","74","92","--","25,4","162","153","276","NaN","NaN","3585","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-12-01 10:25:36,false,"Spinning","0,00","769","01:26:03","--","--","--","--","--","31","40","NaN","NaN","NaN","NaN","78","139","--","45,4","183","150","691","NaN","NaN","6549","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-11-07 15:36:32,false,"2x20 Sweetspot +over/under","0,00","731","00:55:00","--","--","--","--","--","12","9","NaN","NaN","NaN","NaN","87","103","--","70,1","258","229","453","NaN","NaN","4718","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-11-04 16:20:42,false,"Rul","0,00","254","00:30:01","--","--","--","--","--","2","3","NaN","NaN","NaN","NaN","73","103","--","14,5","156","141","527","NaN","NaN","2143","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-11-02 13:49:32,false,"Sweetspot, Hill Repeats,  Cadence","0,00","1.036","01:34:26","--","--","--","--","--","18","15","NaN","NaN","NaN","NaN","78","128","--","98,9","222","186","608","NaN","NaN","7322","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-10-31 09:50:24,false,"2x20 min sweetspot","0,00","645","00:48:01","--","--","--","--","--","31","31","NaN","NaN","NaN","NaN","86","102","--","58,2","252","225","319","NaN","NaN","4122","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-10-26 13:59:43,false,"Tilst Cykling","32,24","663","01:35:49","--","--","--","20,2","49,1","165","159","NaN","NaN","NaN","NaN","67","110","222","90,3","192","126","913","NaN","NaN","4263","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-10-25 13:33:53,false,"FTP Test","0,00","426","00:31:50","--","--","--","--","--","--","2","NaN","NaN","NaN","NaN","80","95","--","38,5","291","227","458","NaN","NaN","2477","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-10-21 12:05:05,false,"Tilst Cykling","48,95","1.262","01:43:29","--","--","--","28,4","56,8","381","369","NaN","NaN","NaN","NaN","83","120","247","108,6","234","203","937","NaN","NaN","7630","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-10-11 12:04:09,false,"Tilst Cykling","33,80","964","01:19:58","--","--","--","25,4","54,2","319","316","NaN","NaN","NaN","NaN","78","119","282","109,3","215","201","987","NaN","NaN","4694","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-10-03 14:30:36,false,"Tilst Cykling","56,59","1.389","01:55:51","--","--","--","29,3","49,5","384","376","NaN","NaN","NaN","NaN","82","119","250","124,7","292","200","1.027","NaN","NaN","8593","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-10-01 16:12:32,false,"Tilst Cykling","41,32","1.128","01:20:15","--","--","--","30,9","58,5","301","298","NaN","NaN","NaN","NaN","81","112","268","99,1","274","234","832","NaN","NaN","6079","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-09-25 07:42:09,false,"Herning Cykling","39,40","1.070","01:29:11","--","--","--","26,5","39,4","100","100","NaN","NaN","NaN","NaN","82","105","238","84,1","260","207","640","NaN","NaN","6289","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-09-22 15:40:04,false,"Herning Cykling","38,89","1.130","01:14:53","--","--","--","31,2","46,1","103","90","NaN","NaN","NaN","NaN","90","127","277","98,8","276","251","1.054","NaN","NaN","6105","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-09-17 16:41:33,false,"Langå Cykling","32,23","938","01:22:01","--","--","--","23,6","47,4","290","271","NaN","NaN","NaN","NaN","77","113","240","81,4","221","191","601","NaN","NaN","5257","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-09-17 13:52:01,false,"Tilst Cykling","47,66","1.129","01:46:45","--","--","--","26,8","62,3","384","496","NaN","NaN","NaN","NaN","79","124","244","109,5","244","177","597","NaN","NaN","6356","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-09-06 09:33:21,false,"Tilst Cykling","80,71","1.932","03:05:39","--","--","--","26,1","51,6","670","688","NaN","NaN","NaN","NaN","77","115","229","169,2","220","173","1.217","NaN","NaN","12034","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-09-04 15:20:09,false,"Tilst Cykling","35,72","875","01:27:29","--","--","--","24,5","50,2","203","37","NaN","NaN","NaN","NaN","80","115","--","88,3","203","167","1.021","NaN","NaN","5372","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-09-02 13:32:25,false,"Hometrainer","0,00","317","00:29:28","--","--","--","--","--","--","--","NaN","NaN","NaN","NaN","79","111","--","23,2","200","180","442","NaN","NaN","2237","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-08-22 14:56:39,false,"Tilst Cykling","34,74","905","01:22:35","--","--","--","25,2","51,1","345","337","NaN","NaN","NaN","NaN","72","111","267","101,2","231","183","772","NaN","NaN","4343","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-08-20 11:43:33,false,"Tilst Cykling","47,87","1.132","02:05:18","--","--","--","22,9","48,3","278","278","NaN","NaN","NaN","NaN","79","119","228","108,9","192","155","908","NaN","NaN","6825","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-08-08 18:38:42,false,"Ulstrup Cykling","43,28","1.133","01:15:32","--","--","--","34,4","53,2","389","338","NaN","NaN","NaN","NaN","85","122","281","102,4","290","250","782","NaN","NaN","6038","NaN","NaN","NaN","14,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:NaN:NaN","6","87"
Cycling,2015-08-08 14:47:48,false,"Tilst Cykling","39,32","1.214","01:18:37","--","--","--","30,0","59,3","374","432","NaN","NaN","NaN","NaN","82","127","290","114,0","300","257","667","NaN","NaN","6122","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-08-06 10:09:59,false,"Tilst Cykling","104,90","2.465","05:00:03","133","183","--","21,0","60,5","786","778","NaN","NaN","NaN","NaN","74","157","217","220,7","214","148","1.152","NaN","NaN","14486","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
